"artist_id","artist_name","song_name","geo_country","num_plays","total_play_30s","num_favorites","num_reposts","num_comments","num_downloads","num_playlist_adds","num_searches","geo_reach"
"75512784","Brazy","Attends","GB","144","1416","0","0","0","8","19","0","57"
"64416568","Lelo","Pot Of Greed","HT","144","15574","6","0","0","22","0","0","67"
"75512784","Brazy","Attends","GB","144","27904","0","0","0","8","19","0","57"
"79107839","Niontay","Vice Grip","US","143","1077","1","0","0","2","0","0","176"
"127921840","Baby Osamaa","2 feel pitch 14","US","142","232","1","0","0","2","1","0","176"
"109041603","Sk8star","Backdoor","US","141","713","3","0","0","11","1","0","153"
"79107839","Niontay","Mumbleman","ZM","139","5812","0","0","0","8","1","0","176"
"127921840","Baby Osamaa","Build A Boy","US","139","476","3","0","0","3","1","0","176"
"64416568","Lelo","On The Wall","CM","138","13974","3","0","0","15","2","0","67"
"127921840","Baby Osamaa","See It Different","ZA","138","10195","0","0","0","23","1","0","176"
"127921840","Baby Osamaa","See It Different","ZA","138","85","0","0","0","23","1","0","176"
"71552954","ffawty","CHOP","ZA","138","4464","1","0","0","32","1","0","175"
"127921840","Baby Osamaa","Pacer Test","CA","134","6853","0","0","0","3","1","0","176"
"127921840","Baby Osamaa","Pacer Test","CA","134","224","0","0","0","3","1","0","176"
"64416568","Lelo","Teanna Trump (Freakmix)","US","133","617","4","0","0","8","9","0","67"
"64416568","Lelo","Pot Of Greed","FR","133","15574","4","0","0","10","3","0","67"
"79107839","Niontay","Post game pskr (feat. El Cousteau)","US","132","269","3","0","0","5","16","0","176"
"109041603","Sk8star","Kid Cudi","NG","132","1668","0","0","0","2","1","0","153"
"108236416","Fimiguerrero","MVP","GH","131","6321","2","0","0","9","1","0","60"
"71552954","ffawty","HOLLABACK GIRL","GB","131","4671","2","0","0","8","4","0","175"
"64416568","Lelo","Pot Of Greed","SN","130","15574","2","0","0","6","2","0","67"
"108236416","Fimiguerrero","MVP","FR","129","6321","1","0","0","9","7","0","60"
"64416568","Lelo","Perfect Blue","ZA","129","8183","3","0","0","27","1","0","67"
"64416568","Lelo","On The Wall","HT","129","13974","1","0","0","13","5","0","67"
"127921840","Baby Osamaa","No Label","US","128","275","1","0","0","7","1","0","176"
"108236416","Fimiguerrero","Semolina","GB","127","645","3","0","0","5","2","0","60"
"109041603","Sk8star","PlayNoGames","US","127","760","2","0","0","3","3","0","153"
"79107839","Niontay","GMAN balaclava(like09)","US","127","212","4","0","0","2","13","0","176"
"108236416","Fimiguerrero","Wet Mouth","NG","126","1660","0","0","0","7","0","0","60"
"79107839","Niontay","Mumbleman","JM","126","5812","1","0","0","9","1","0","176"
"64416568","Lelo","On The Wall","FR","125","13974","3","1","0","8","6","0","67"
"64416568","Lelo","Flakers","CA","123","843","0","0","0","3","1","0","67"
"64416568","Lelo","Flakers","CA","123","775","0","0","0","3","1","0","67"
"108236416","Fimiguerrero","After Life","NG","122","1289","2","0","0","6","0","0","60"
"108236416","Fimiguerrero","Excuse My French","ZA","122","4090","2","0","0","14","1","0","60"
"71552954","ffawty","Cruising in My Lane","ZA","122","1746","0","0","0","4","0","0","175"
"108236416","Fimiguerrero","Excuse My French","ZA","122","3379","2","0","0","14","1","0","60"
"108236416","Fimiguerrero","Ozempic","GB","122","746","1","0","0","3","0","0","60"
"127921840","Baby Osamaa","CUT ME OFF","US","122","651","2","0","0","11","3","0","176"
"75512784","Brazy","Attends","US","121","27904","0","0","0","24","4","0","57"
"75512784","Brazy","Attends","US","121","1416","0","0","0","24","4","0","57"
"109041603","Sk8star","light ice","TT","121","6968","2","0","0","2","0","0","153"
"109041603","Sk8star","SEX","GB","120","3750","1","0","0","4","1","0","153"
"108236416","Fimiguerrero","Mandy","KE","119","9407","0","0","0","14","1","0","60"
"109041603","Sk8star","offtheX","US","119","398","3","0","0","5","15","0","153"
"108236416","Fimiguerrero","Angles","GB","117","479","2","0","0","2","2","0","60"
"109041603","Sk8star","FlyLikeABird","US","115","912","2","0","0","6","1","0","153"
"108236416","Fimiguerrero","Racks Up","NG","114","899","0","0","0","0","0","0","60"
"109041603","Sk8star","Fck on a Fan","US","114","126","3","0","0","7","2","0","153"
"79107839","Niontay","Mumbleman","GB","113","5812","1","0","0","7","9","0","176"
"64416568","Lelo","Pot Of Greed","UG","113","15574","4","0","0","12","1","0","67"
"127921840","Baby Osamaa","See It Different","RU","113","85","1","0","0","1","1","0","176"
"127921840","Baby Osamaa","See It Different","RU","113","10195","1","0","0","1","1","0","176"
"127921840","Baby Osamaa","See It Different","JM","113","10195","0","0","0","2","0","0","176"
"127921840","Baby Osamaa","See It Different","JM","113","85","0","0","0","2","0","0","176"
"127921840","Baby Osamaa","Grow My Brain","US","112","487","0","0","0","4","3","0","176"
"127921840","Baby Osamaa","sick  [baby osama ]","US","112","180","2","0","0","2","1","0","176"
"127921840","Baby Osamaa","Pacer Test","NG","112","224","1","0","0","0","2","0","176"
"64416568","Lelo","On The Wall","MX","112","13974","0","0","0","9","0","0","67"
"127921840","Baby Osamaa","Pacer Test","NG","112","6853","1","0","0","0","2","0","176"
"71552954","ffawty","HOLLABACK GIRL","JM","111","4671","2","0","0","15","3","0","175"
"64416568","Lelo","Perfect Blue","KE","111","8183","2","0","0","22","10","0","67"
"108236416","Fimiguerrero","my bad bro","ZA","111","5033","6","0","0","7","0","0","60"
"79107839","Niontay","Real hiphop feat. Earl Sweatshirt, El Cousteau, & MIKE","US","110","1799","2","0","0","12","6","0","176"
"64416568","Lelo","On The Wall","ZW","110","13974","3","0","0","46","0","0","67"
"108236416","Fimiguerrero","Osbatt","ZA","110","195","3","0","0","27","0","0","60"
"71552954","ffawty","Winner's Circle","JM","110","1583","1","0","0","8","0","0","175"
"79107839","Niontay","MR.HAVEMYWAY","GB","110","304","0","0","0","0","0","0","176"
"79107839","Niontay","MR.HAVEMYWAY","GB","110","4238","0","0","0","0","0","0","176"
"108236416","Fimiguerrero","Osbatt","ZA","110","5609","3","0","0","27","0","0","60"
"109041603","Sk8star","SEX","CA","109","3750","6","0","0","13","2","0","153"
"79107839","Niontay","+100underdogs feat. Dav1d","US","108","236","1","0","0","1","13","0","176"
"108236416","Fimiguerrero","my bad bro","IT","108","5033","0","0","0","1","0","0","60"
"79107839","Niontay","Mumbleman","KE","107","5812","0","0","0","37","5","0","176"
"108236416","Fimiguerrero","Ozempic","NG","107","746","1","0","0","5","0","0","60"
"64416568","Lelo","Pot Of Greed","CM","107","15574","1","0","0","8","5","0","67"
"71552954","ffawty","Dopamine","ZA","105","3330","0","0","0","13","0","0","175"
"127921840","Baby Osamaa","Better","GB","104","570","0","0","0","1","0","0","176"
"64416568","Lelo","Bathing Ape","LR","104","1606","0","0","0","11","4","0","67"
"79107839","Niontay","MR.HAVEMYWAY","JM","104","4238","0","0","0","3","2","0","176"
"79107839","Niontay","MR.HAVEMYWAY","JM","104","304","0","0","0","3","2","0","176"
"71552954","ffawty","Dopamine","GH","104","3330","4","0","0","7","0","0","175"
"127921840","Baby Osamaa","Better","GB","104","27","0","0","0","1","0","0","176"
"79107839","Niontay","Top da top","ZA","103","1033","0","0","0","0","1","0","176"
"108236416","Fimiguerrero","Gucci","NG","103","4731","2","0","0","3","0","0","60"
"64416568","Lelo","Encore","CA","102","2659","0","0","0","2","0","0","67"
"64416568","Lelo","Pot Of Greed","RW","102","15574","0","0","0","5","7","0","67"
"79107839","Niontay","Mumbleman","TZ","102","5812","1","0","0","21","4","0","176"
"64416568","Lelo","Perfect Blue","TZ","101","8183","0","0","0","12","1","0","67"
"64416568","Lelo","Pot Of Greed","TT","101","15574","2","0","0","8","2","0","67"
"64416568","Lelo","Pot Of Greed","BJ","101","15574","1","0","0","11","1","0","67"
"64416568","Lelo","Main Event","GB","100","4647","0","0","0","12","3","0","67"
"75512784","Brazy","omg","NG","100","1704","2","0","0","10","3","0","57"
"64416568","Lelo","Pot Of Greed","ZM","100","15574","0","0","0","4","0","0","67"
"108236416","Fimiguerrero","Angles","US","99","479","2","0","0","1","4","0","60"
"108236416","Fimiguerrero","Midas Touch","GB","98","617","0","0","0","2","0","0","60"
"79107839","Niontay","Top da top","NG","98","1033","1","0","0","11","5","0","176"
"127921840","Baby Osamaa","I DONT MEAN IT","GB","97","31399","0","0","0","3","0","0","176"
"64416568","Lelo","2hollis","CA","97","3393","1","0","0","6","3","0","67"
"127921840","Baby Osamaa","I DONT MEAN IT","GB","97","398","0","0","0","3","0","0","176"
"64416568","Lelo","Perfect Blue","SL","96","8183","3","0","0","13","0","0","67"
"127921840","Baby Osamaa","Did Me Wrong","NG","96","22054","1","0","0","4","0","0","176"
"64416568","Lelo","On The Wall","UG","96","13974","1","0","0","23","5","0","67"
"64416568","Lelo","On The Wall","PH","96","13974","4","0","0","20","5","0","67"
"127921840","Baby Osamaa","Did Me Wrong","NG","96","284","1","0","0","4","0","0","176"
"75512784","Brazy","Attends","SL","94","1416","0","0","0","10","0","0","57"
"109041603","Sk8star","offerings","US","94","411","1","0","0","5","1","0","153"
"108236416","Fimiguerrero","How High","NG","94","1244","1","0","0","4","1","0","60"
"127921840","Baby Osamaa","All Ya  Dec 20  Baby Osama","US","94","156","1","0","0","0","3","0","176"
"108236416","Fimiguerrero","Semolina","NG","94","645","0","0","0","1","0","0","60"
"75512784","Brazy","Attends","SL","94","27904","0","0","0","10","0","0","57"
"108236416","Fimiguerrero","All My Cards","NG","93","1493","2","0","0","3","1","0","60"
"64416568","Lelo","Demeulemeester","CA","93","1198","0","0","0","2","0","0","67"
"127921840","Baby Osamaa","I DONT MEAN IT","ZA","93","31399","1","0","0","15","1","0","176"
"127921840","Baby Osamaa","I DONT MEAN IT","ZA","93","398","1","0","0","15","1","0","176"
"79107839","Niontay","So lovely","US","93","166","1","0","0","1","13","0","176"
"71552954","ffawty","CHOP","CA","93","4464","1","0","0","15","4","0","175"
"127921840","Baby Osamaa","What's The Word","CA","92","4822","1","0","0","5","3","0","176"
"64416568","Lelo","Kudos","GB","92","2542","0","0","0","2","0","0","67"
"127921840","Baby Osamaa","What's The Word","CA","92","59","1","0","0","5","3","0","176"
"64416568","Lelo","On The Wall","ZM","92","13974","0","0","0","6","2","0","67"
"108236416","Fimiguerrero","Mandy","ZM","91","9407","1","0","0","10","1","0","60"
"108236416","Fimiguerrero","Vogue","JM","91","10286","1","0","0","7","0","0","60"
"127921840","Baby Osamaa","Double D's","JM","91","4952","0","0","0","1","0","0","176"
"71552954","ffawty","Earth, Wind & Fire","NG","91","295","1","0","0","4","0","0","175"
"64416568","Lelo","On The Wall","RW","91","13974","0","0","0","11","3","0","67"
"64416568","Lelo","Perfect Blue","LR","91","8183","1","0","0","14","11","0","67"
"127921840","Baby Osamaa","Double D's","JM","91","28","0","0","0","1","0","0","176"
"127921840","Baby Osamaa","If I See U Wit Her","NG","90","327","1","0","0","7","0","0","176"
"127921840","Baby Osamaa","If I See U Wit Her","NG","90","6724","1","0","0","7","0","0","176"
"109041603","Sk8star","hermès","US","90","463","0","0","0","4","1","0","153"
"79107839","Niontay","32ummers","ZA","90","292","0","0","0","0","0","0","176"
"64416568","Lelo","Limbless","PH","89","21792","1","0","0","4","2","0","67"
"108236416","Fimiguerrero","I Want Everything","CA","89","3939","2","0","0","4","2","0","60"
"108236416","Fimiguerrero","Spanish Guitar","CA","89","3069","1","0","0","2","1","0","60"
"127921840","Baby Osamaa","YOUGETTINGF*CKEDONOUTHERE","GB","88","2","0","0","0","0","0","0","176"
"127921840","Baby Osamaa","YOUGETTINGF*CKEDONOUTHERE","GB","88","0","0","0","0","0","0","0","176"
"108236416","Fimiguerrero","Ankle Lock","NG","88","2926","1","0","0","4","1","0","60"
"64416568","Lelo","On The Wall","GM","88","13974","1","0","0","18","1","0","67"
"79107839","Niontay","MR.HAVEMYWAY","KE","87","4238","1","0","0","12","28","0","176"
"79107839","Niontay","MR.HAVEMYWAY","KE","87","304","1","0","0","12","28","0","176"
"79107839","Niontay","Stuntin’ like my baba feat. lil peanutbutter","US","87","147","1","0","0","0","12","0","176"
"64416568","Lelo","Perfect Blue","JM","87","8183","1","0","0","7","0","0","67"
"127921840","Baby Osamaa","value","US","86","174","5","0","0","2","3","0","176"
"64416568","Lelo","Kudos","CA","86","2542","3","0","0","3","6","0","67"
"79107839","Niontay","+100underdogs feat. Dav1d","ZA","86","236","0","0","0","0","0","0","176"
"127921840","Baby Osamaa","This For You Baby","GB","85","738","0","0","0","0","0","0","176"
"127921840","Baby Osamaa","See It Different","CM","85","10195","0","0","0","1","7","0","176"
"79107839","Niontay","Post game pskr (feat. El Cousteau)","ZA","85","269","0","0","0","0","0","0","176"
"127921840","Baby Osamaa","MURDA X3","GB","85","936","0","0","0","0","0","0","176"
"108236416","Fimiguerrero","Vogue","GH","85","10286","5","0","0","10","1","0","60"
"127921840","Baby Osamaa","See It Different","CM","85","85","0","0","0","1","7","0","176"
"108236416","Fimiguerrero","Kerosene","NG","85","1105","3","0","0","4","0","0","60"
"127921840","Baby Osamaa","This For You Baby","GB","85","11","0","0","0","0","0","0","176"
"71552954","ffawty","WRITTEN","NG","85","622","1","0","0","4","0","0","175"
"127921840","Baby Osamaa","one take  [baby osama]","US","85","160","1","0","0","0","1","0","176"
"127921840","Baby Osamaa","MURDA X3","GB","85","20","0","0","0","0","0","0","176"
"64416568","Lelo","On The Wall","BJ","84","13974","1","0","0","18","0","0","67"
"79107839","Niontay","WHEREDEYAT???","US","84","353","1","0","0","8","2","0","176"
"108236416","Fimiguerrero","Standard","GB","84","609","2","0","0","2","1","0","60"
"64416568","Lelo","Limbless","TT","84","21792","1","0","0","4","1","0","67"
"79107839","Niontay","WHEREDEYAT???","US","84","66","1","0","0","8","2","0","176"
"71552954","ffawty","Camera Light","GH","83","4184","0","0","0","5","0","0","175"
"127921840","Baby Osamaa","Teach U How To Trap","GB","83","169","0","0","0","0","0","0","176"
"127921840","Baby Osamaa","Teach U How To Trap","GB","83","14","0","0","0","0","0","0","176"
"127921840","Baby Osamaa","In & Out","NG","83","3891","0","0","0","18","15","0","176"
"64416568","Lelo","Pot Of Greed","AE","83","15574","2","0","0","7","0","0","67"
"127921840","Baby Osamaa","In & Out","NG","83","5618","0","0","0","18","15","0","176"
"79107839","Niontay","FULLCOURTPRESSHA","ZA","82","324","0","0","0","0","0","0","176"
"79107839","Niontay","THANK ALLAH","US","82","739","2","0","0","2","2","0","176"
"127921840","Baby Osamaa","See It Different","TZ","82","85","0","0","0","3","14","0","176"
"127921840","Baby Osamaa","What's The Word","ZA","82","59","1","0","0","5","3","0","176"
"79107839","Niontay","THANK ALLAH","US","82","102","2","0","0","2","2","0","176"
"79107839","Niontay","Lifestyles of da young n nomadic interlude","US","82","155","1","0","0","0","7","0","176"
"127921840","Baby Osamaa","See It Different","TZ","82","10195","0","0","0","3","14","0","176"
"127921840","Baby Osamaa","What's The Word","ZA","82","4822","1","0","0","5","3","0","176"
"108236416","Fimiguerrero","Midas Touch","US","81","617","2","0","0","1","3","0","60"
"79107839","Niontay","Mumbleman","BR","81","5812","0","0","0","2","4","0","176"
"108236416","Fimiguerrero","Mandy","ZA","81","9407","0","0","0","14","9","0","60"
"64416568","Lelo","Pot Of Greed","CI","79","15574","1","0","0","3","0","0","67"
"79107839","Niontay","Vice grip","ZA","79","275","0","0","0","0","0","0","176"
"127921840","Baby Osamaa","Diff World","US","79","410","2","0","0","2","2","0","176"
"75512784","Brazy","Daddy","NG","79","3010","0","0","0","14","0","0","57"
"79107839","Niontay","Triggaman","ZA","78","288","0","0","0","0","0","0","176"
"127921840","Baby Osamaa","Pacer Test (Sped)","US","78","91","1","0","0","1","0","0","176"
"127921840","Baby Osamaa","Pacer Test (Sped)","US","78","70","1","0","0","1","0","0","176"
"108236416","Fimiguerrero","Silhouette","NG","78","786","1","0","0","3","0","0","60"
"108236416","Fimiguerrero","Mandy","EG","78","9407","0","0","0","1","0","0","60"
"109041603","Sk8star","in trouble","US","77","348","0","0","0","1","0","0","153"
"79107839","Niontay","Bac2highBac2reality","US","76","318","0","0","0","3","2","0","176"
"109041603","Sk8star","SEX","ZA","76","3750","1","0","0","27","1","0","153"
"79107839","Niontay","Bac2highBac2reality","US","76","130","0","0","0","3","2","0","176"
"108236416","Fimiguerrero","Twist Da Key","NG","76","850","0","0","0","3","1","0","60"
"64416568","Lelo","Blessings","CA","75","865","1","0","0","2","0","0","67"
"79107839","Niontay","Mumbleman","ZW","75","5812","2","0","0","29","3","0","176"
"79107839","Niontay","X-factor","US","75","138","2","0","0","0","9","0","176"
"71552954","ffawty","Dopamine","VG","74","3330","1","0","0","11","0","0","175"
"108236416","Fimiguerrero","No Papz","NG","73","910","0","0","0","0","0","0","60"
"79107839","Niontay","Da hiss of technology","US","73","126","2","0","0","0","8","0","176"
"127921840","Baby Osamaa","CUT ME OFF","GB","73","651","0","0","0","1","0","0","176"
"108236416","Fimiguerrero","Da Vinci","NG","72","943","0","0","0","2","0","0","60"
"71552954","ffawty","Reposado","VG","72","2375","0","0","0","16","0","0","175"
"75512784","Brazy","Finest","GH","72","1232","1","0","0","9","1","0","57"
"79107839","Niontay","Souljaman by Smv","US","72","135","1","0","0","0","10","0","176"
"108236416","Fimiguerrero","my bad bro","JM","71","5033","0","0","0","5","0","0","60"
"108236416","Fimiguerrero","Ozempic","US","71","746","1","0","0","2","7","0","60"
"79107839","Niontay","Mumbleman","IN","71","5812","0","0","0","10","0","0","176"
"71552954","ffawty","Cruising in My Lane","SX","71","1746","1","0","0","1","0","0","175"
"71552954","ffawty","2AM","NG","71","623","0","0","0","2","0","0","175"
"64416568","Lelo","Pot Of Greed","ML","70","15574","1","0","0","2","0","0","67"
"79107839","Niontay","GMAN balaclava(like09)","ZA","70","212","0","0","0","0","0","0","176"
"79107839","Niontay","Old Kent road freestyle","US","70","147","0","0","0","1","14","0","176"
"64416568","Lelo","Pot Of Greed","CD","69","15574","0","0","0","2","0","0","67"
"71552954","ffawty","HOLLABACK GIRL","ZA","69","4671","2","0","0","20","1","0","175"
"64416568","Lelo","Master Roshi","CA","69","1163","0","0","0","2","0","0","67"
"79107839","Niontay","Lifestyles of da young n nomadic interlude","ZA","69","155","0","0","0","0","0","0","176"
"64416568","Lelo","On The Wall","ML","68","13974","2","0","0","15","0","0","67"
"108236416","Fimiguerrero","Vogue","ZM","68","10286","2","0","0","13","2","0","60"
"108236416","Fimiguerrero","Osbatt","JM","67","195","1","0","0","3","0","0","60"
"108236416","Fimiguerrero","Osbatt","JM","67","5609","1","0","0","3","0","0","60"
"79107839","Niontay","Old Kent road freestyle","ZA","67","147","0","0","0","0","0","0","176"
"108236416","Fimiguerrero","Osbatt","KE","66","5609","1","0","0","17","3","0","60"
"108236416","Fimiguerrero","Ménage À Trois","ZA","66","4840","1","0","0","8","8","0","60"
"79107839","Niontay","Mumbleman","MW","66","5812","1","0","0","4","2","0","176"
"108236416","Fimiguerrero","Osbatt","KE","66","195","1","0","0","17","3","0","60"
"64416568","Lelo","Limbless","FR","66","21792","3","0","0","3","6","0","67"
"79107839","Niontay","Mumbleman","DE","66","5812","0","0","0","3","0","0","176"
"108236416","Fimiguerrero","Behave","NG","66","796","0","0","0","0","0","0","60"
"127921840","Baby Osamaa","Osama 4 President","US","65","396","1","0","0","3","1","0","176"
"127921840","Baby Osamaa","Double D's","ZA","65","4952","1","0","0","11","3","0","176"
"127921840","Baby Osamaa","Double D's","ZA","65","28","1","0","0","11","3","0","176"
"64416568","Lelo","On The Wall","TG","64","13974","2","0","0","9","18","0","67"
"108236416","Fimiguerrero","Designer","UG","64","9321","2","0","0","5","1","0","60"
"64416568","Lelo","No contempt","DE","64","26578","0","0","0","6","1","0","67"
"71552954","ffawty","CHOP","VG","64","4464","0","0","0","8","0","0","175"
"64416568","Lelo","Pot Of Greed","GM","64","15574","0","0","0","11","1","0","67"
"64416568","Lelo","2hollis","ZA","64","3393","2","1","0","7","3","0","67"
"64416568","Lelo","Pot Of Greed","TG","63","15574","3","0","0","5","0","0","67"
"79107839","Niontay","Poltergeist feat. Jadasea","US","63","127","1","0","0","0","9","0","176"
"71552954","ffawty","HOLLABACK GIRL","TZ","63","4671","1","0","0","2","1","0","175"
"108236416","Fimiguerrero","Excuse My French","GH","63","3379","1","0","0","12","10","0","60"
"108236416","Fimiguerrero","Excuse My French","GH","63","4090","1","0","0","12","10","0","60"
"79107839","Niontay","In my UA sweater","ZA","62","575","0","0","0","1","0","0","176"
"79107839","Niontay","Da City Of A Hunnid Plays","US","62","659","0","0","0","4","0","0","176"
"127921840","Baby Osamaa","AI","US","62","491","0","0","0","1","2","0","176"
"109041603","Sk8star","On God","GH","62","1302","4","0","0","11","2","0","153"
"71552954","ffawty","Winner's Circle","CA","61","1583","1","0","0","3","0","0","175"
"108236416","Fimiguerrero","my bad bro","FR","61","5033","0","0","0","6","5","0","60"
"71552954","ffawty","Reposado","PR","61","2375","1","0","0","3","0","0","175"
"64416568","Lelo","Camelot","CA","61","1606","0","0","0","3","0","0","67"
"79107839","Niontay","Souljaman by Smv","ZA","61","135","0","0","0","0","0","0","176"
"64416568","Lelo","On The Wall","CI","61","13974","1","0","0","5","0","0","67"
"79107839","Niontay","Mumbleman","FR","60","5812","0","0","0","6","2","0","176"
"71552954","ffawty","Switch Out The Lens","GB","60","2318","0","0","0","2","0","0","175"
"108236416","Fimiguerrero","Ozempic","CA","60","746","0","0","0","0","0","0","60"
"127921840","Baby Osamaa","So Real (Bonus)","GB","60","158","0","0","0","1","0","0","176"
"127921840","Baby Osamaa","So Real (Bonus)","GB","60","2821","0","0","0","1","0","0","176"
"108236416","Fimiguerrero","Gucci","CA","59","4731","3","0","0","4","2","0","60"
"71552954","ffawty","CHOP","TT","59","4464","0","0","0","6","0","0","175"
"79107839","Niontay","Stuntin’ like my baba feat. lil peanutbutter","ZA","59","147","0","0","0","0","0","0","176"
"79107839","Niontay","Poltergeist feat. Jadasea","ZA","59","127","0","0","0","0","0","0","176"
"108236416","Fimiguerrero","It's Cool","ZA","58","4697","2","0","0","19","0","0","60"
"109041603","Sk8star","E Sex","NG","58","1129","0","0","0","0","0","0","153"
"79107839","Niontay","So lovely","ZA","58","166","0","0","0","0","0","0","176"
"64416568","Lelo","Close Friends","NG","58","645","0","0","0","5","0","0","67"
"109041603","Sk8star","Bags Of Course","US","58","5290","0","0","0","4","1","0","153"
"127921840","Baby Osamaa","I wanna flyyyy ✈️","CA","58","1091","0","0","0","0","0","0","176"
"108236416","Fimiguerrero","Mandy","GH","58","9407","3","0","0","7","1","0","60"
"71552954","ffawty","Body","JM","58","1384","0","0","0","12","0","0","175"
"108236416","Fimiguerrero","Ankle Lock","CA","57","2926","0","0","0","0","1","0","60"
"64416568","Lelo","Limbless","BS","57","21792","0","0","0","8","0","0","67"
"71552954","ffawty","Switch Out The Lens","CA","57","2318","3","0","0","5","3","0","175"
"109041603","Sk8star","AINTNOTHIN","US","56","632","0","0","0","3","0","0","153"
"108236416","Fimiguerrero","Mandy","JM","56","9407","0","0","0","8","0","0","60"
"64416568","Lelo","On The Wall","AE","56","13974","0","0","0","5","1","0","67"
"127921840","Baby Osamaa","Broke Again","US","56","260","1","0","0","1","1","0","176"
"64416568","Lelo","2hollis","GB","56","3393","2","0","0","4","4","0","67"
"108236416","Fimiguerrero","Blackbirds","CA","56","2312","0","0","0","3","2","0","60"
"64416568","Lelo","Perfect Blue","ZW","55","8183","1","0","0","20","1","0","67"
"108236416","Fimiguerrero","MVP","ZW","55","6321","2","1","0","7","0","0","60"
"127921840","Baby Osamaa","If I See U Wit Her Pt. 2","NG","55","227","0","0","0","1","0","0","176"
"127921840","Baby Osamaa","If I See U Wit Her Pt. 2","NG","55","7066","0","0","0","1","0","0","176"
"71552954","ffawty","JUMP","NG","55","988","1","0","0","3","1","0","175"
"108236416","Fimiguerrero","All My Cards","CA","55","1493","0","0","0","1","2","0","60"
"64416568","Lelo","Pot Of Greed","GY","55","15574","0","0","0","2","1","0","67"
"71552954","ffawty","JUMP","NG","55","18","1","0","0","3","1","0","175"
"108236416","Fimiguerrero","Wet Mouth","CA","55","1660","1","0","0","1","1","0","60"
"160377699","Baretta","Nice Kid","US","55","45","0","0","0","1","1","0","6"
"75512784","Brazy","Finest","US","55","1232","0","0","0","0","6","0","57"
"127921840","Baby Osamaa","See It Different","FR","54","85","0","0","0","1","4","0","176"
"79107839","Niontay","Mumbleman","UG","54","5812","1","0","0","8","1","0","176"
"127921840","Baby Osamaa","See It Different","FR","54","10195","0","0","0","1","4","0","176"
"108236416","Fimiguerrero","Blackbirds","ZA","54","2312","1","0","0","7","0","0","60"
"108236416","Fimiguerrero","Vogue","TT","54","10286","0","0","0","5","0","0","60"
"127921840","Baby Osamaa","What's The Word","KE","53","4822","1","0","0","6","1","0","176"
"71552954","ffawty","Switch Out The Lens","JM","53","2318","1","0","0","9","0","0","175"
"127921840","Baby Osamaa","What's The Word","KE","53","59","1","0","0","6","1","0","176"
"64416568","Lelo","Perfect Blue","HT","53","8183","1","0","0","5","4","0","67"
"71552954","ffawty","CHOP","PR","53","4464","2","0","0","1","0","0","175"
"108236416","Fimiguerrero","Vogue","DE","52","10286","2","0","0","9","3","0","60"
"127921840","Baby Osamaa","Line Em Up","NG","52","15283","0","0","0","3","4","0","176"
"127921840","Baby Osamaa","What's The Word","JM","52","4822","0","0","0","1","1","0","176"
"64416568","Lelo","On The Wall","BS","52","13974","1","0","0","4","2","0","67"
"64416568","Lelo","Perfect Blue","CM","52","8183","0","0","0","10","1","0","67"
"79107839","Niontay","Post game pskr (feat. El Cousteau)","CA","52","269","1","0","0","1","0","0","176"
"127921840","Baby Osamaa","What's The Word","JM","52","59","0","0","0","1","1","0","176"
"109041603","Sk8star","On God","CA","52","1302","2","0","0","10","0","0","153"
"71552954","ffawty","HOLLABACK GIRL","KE","52","4671","0","0","0","14","3","0","175"
"127921840","Baby Osamaa","Line Em Up","NG","52","250","0","0","0","3","4","0","176"
"127921840","Baby Osamaa","What's The Word","CH","51","4822","0","0","0","2","0","0","176"
"127921840","Baby Osamaa","See It Different","ZW","51","10195","0","0","0","12","0","0","176"
"108236416","Fimiguerrero","my bad bro","DE","51","5033","0","0","0","5","0","0","60"
"108236416","Fimiguerrero","It's Cool","JM","51","4697","1","0","0","5","0","0","60"
"71552954","ffawty","JUMP","CA","51","18","1","0","0","1","0","0","175"
"108236416","Fimiguerrero","my bad bro","KE","51","5033","1","0","0","7","0","0","60"
"127921840","Baby Osamaa","See It Different","ZW","51","85","0","0","0","12","0","0","176"
"71552954","ffawty","JUMP","CA","51","988","1","0","0","1","0","0","175"
"127921840","Baby Osamaa","What's The Word","CH","51","59","0","0","0","2","0","0","176"
"64416568","Lelo","Perfect Blue","FR","51","8183","1","0","0","6","6","0","67"
"109041603","Sk8star","skys the limit","US","51","132","0","0","0","0","0","0","153"
"108236416","Fimiguerrero","my bad bro","ZW","50","5033","1","0","0","5","0","0","60"
"71552954","ffawty","Pepsi","CA","50","434","1","0","0","0","0","0","175"
"71552954","ffawty","Miracle","CA","50","464","1","0","0","0","0","0","175"
"71552954","ffawty","Camera Light","PR","50","4184","0","0","0","2","0","0","175"
"71552954","ffawty","Show Me Real","NG","50","243","1","0","0","2","1","0","175"
"64416568","Lelo","2hollis","KE","50","3393","1","0","0","4","2","0","67"
"71552954","ffawty","Dopamine","CA","50","3330","1","0","0","7","1","0","175"
"71552954","ffawty","Hallelujah","NG","50","577","1","0","0","3","1","0","175"
"108236416","Fimiguerrero","Ankle Lock","JM","50","2926","0","0","0","2","0","0","60"
"109041603","Sk8star","Kame From Nothing","ZA","49","5221","1","0","0","2","0","0","153"
"64416568","Lelo","Perfect Blue","SN","49","8183","0","0","0","5","6","0","67"
"75512784","Brazy","Attends","IN","49","27904","0","0","0","1","0","0","57"
